event_id,stations,network_time,ref_time,feature_0,feature_1a,feature_3,feature_4,feature_5,feature_10,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_24,feature_27,feature_28,feature_29,feature_30,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_68,feature_70,feature_71,kmeansLabels
20101214T060906Z,"['2C.BB11.', '2C.BB07.', '2C.BB13.', '2C.BB01.']",5.865946803,2010-12-14T06:09:06.942027Z,-0.253340901,1.400009771,-0.152368085,-1.049646578,-0.031098724,1.011839834,0.423573571,0.260624614,0.605825521,-0.304580255,-0.438159296,1.722177586,0.816669543,-0.002320024,1.520400287,1.551010817,-0.14457772,0.081964165,0.22257502,0.17147964,0.530564424,0.616304769,0.422997351,0.24383436,0.256587335,-0.526217438,-1.162595535,-1.607277269,0.289207066,-2.497948374,3
20101214T091159Z,"['2C.BB08.', '2C.BB01.', '2C.BB13.', '2C.BB07.', '2C.BB10.']",5.865946803,2010-12-14T09:11:59.222027Z,0,2.326470922,-0.33732715,0.837219237,0.87253308,2.521621086,0.748528156,0.878209527,1.678925692,0.394983651,0.181304544,2.52987857,-0.058443372,-0.191899591,1.780726282,0.593584019,0.619515708,-0.333707289,0.519063195,0.040377461,1.291448462,1.625651701,1.249079113,1.074321654,1.318072278,0.091434108,-1.588424973,1.095545884,0.374707064,0.1859013,3
20101214T124825Z,"['2C.BB13.', '2C.BB01.', '2C.BB07.', '2C.BB08.', '2C.BB16.', '2C.BB12.', '2C.BB17.', '2C.BB11.', '2C.BB15.', '2C.BB06.', '2C.BB10.', '2C.BB03.', '2C.BB14.', '2C.BB04.']",5.865946803,2010-12-14T12:48:25.482027Z,2.28006811,1.333765951,-0.168680609,-0.094644835,1.520859841,1.452600774,1.843345274,3.13161759,1.172134711,2.086955062,0.773437309,0.469482249,0.809784093,3.759664327,0.902487681,1.715999,2.934481564,-0.685608482,-1.014177092,-1.21194759,1.318108352,2.499043907,0.31767026,0.170286376,0.198220298,-1.437707,0.306927081,2.345990864,0.471095559,0.689843053,9
20101214T203741Z,"['2C.BB15.', '2C.BB17.', '2C.BB10.']",5.865946803,2010-12-14T20:37:41.697027Z,0.506681802,0.53277088,0.445378816,0.865520581,-0.153915735,1.198005788,0.765227402,1.086959911,0.634452288,0.625518027,0.277949712,0.539582614,1.203256614,0.205328682,0.998342934,0.681707096,0.494023257,-0.215787817,0.359978794,-0.136071235,0.571587786,0.741170479,0.364645324,0.023741819,0.150055,0.584817773,0.002049369,-0.646344731,0.469003984,-1.086553522,3
20101214T204853Z,"['2C.BB17.', '2C.BB15.', '2C.BB10.']",5.865946803,2010-12-14T20:48:53.412973Z,1.520045407,0.507936503,-1.155674739,2.963495274,0.07459286,1.455598527,0.765227402,1.046543136,0.57452184,0.625518027,0.238850713,-0.266877074,1.203256614,0.961727588,0.992898785,1.014953586,0.840516995,0.196646274,-0.199401157,-0.136071235,0.78997462,1.008819038,0.489797053,0.1110592,0.265231761,0.109969612,0.193119124,-0.118119958,0.413032109,-1.086553522,0
20101214T221320Z,"['2C.BB15.', '2C.BB10.', '2C.BB16.']",5.865946803,2010-12-14T22:13:20.002027Z,2.28006811,-1.265819018,-0.108757022,-1.198954962,0.088521873,0.461287541,0.308494729,0.154907962,-0.173887229,0.015938685,-0.365646896,-0.472718602,1.089731352,1.233567492,0.685700378,1.201618553,-0.526736187,-0.150907973,0.351276957,0.239623967,0.27651519,-0.03917937,-0.070329171,-0.402552029,0.11050602,0.63367844,0.212752417,-1.315752636,-0.923074757,-1.2806026,4
20101214T234318Z,"['2C.BB15.', '2C.BB01.', '2C.BB10.']",5.865946803,2010-12-14T23:43:18.482974Z,-0.506681802,-1.200712322,-0.242050094,2.056916959,-0.003446498,-0.825873218,0.524536928,0.144998212,0.141794943,-0.121096027,-0.048219041,1.083123007,1.57288073,0.57424952,1.014998362,0.522587325,-0.185264487,-0.012454485,-1.169185532,0.3543083,0.238681324,0.339561702,0.799547528,0.150693207,0.518536129,0.130554847,-0.236339982,1.806541036,-0.066791538,0.48789639,0
20101215T003318Z,"['2C.BB06.', '2C.BB14.', '2C.BB13.', '2C.BB08.', '2C.BB10.', '2C.BB07.', '2C.BB11.', '2C.BB01.', '2C.BB16.']",5.865946803,2010-12-15T00:33:18.547027Z,-0.506681802,2.214618023,-0.652098526,-0.315889284,-0.413484916,2.367601627,1.077393131,1.181563382,1.57338533,1.293912598,1.506180608,1.94767793,2.784321055,-0.162651314,1.55456635,-1.489714033,1.252916223,-0.005478515,-0.08926098,0.618800212,1.39066859,1.737089284,1.860422153,1.139643217,1.520535703,-0.106776077,-2.466833513,0.534042276,0.060466728,0.382785909,2
20101215T011127Z,"['2C.BB01.', '2C.BB10.', '2C.BB13.']",5.865946803,2010-12-15T01:11:27.327973Z,-0.506681802,-0.503038012,-0.159710717,-0.382130997,0.176470716,0,0.023520026,-0.17595523,-0.315917896,-0.593744728,-0.079623516,0.305061307,0.516637093,0.381788943,0.765886276,-0.457022715,-0.362042581,-0.049788597,-0.037581859,0.410913539,0.073039143,0.010908497,-0.024143121,0.371010536,0.400818358,0.641920366,0.44161021,-0.201491439,0.352291378,-0.80587447,4
20101215T011305Z,"['2C.BB10.', '2C.BB15.', '2C.BB08.']",5.865946803,2010-12-15T01:13:05.957026Z,1.520045407,0.721610233,-0.102081825,-1.016970936,0.097701901,0.481948608,0.584791859,0.357489839,0.029112,-0.019264499,0.264133587,-0.017696656,1.113571008,0.907534217,0.735877179,-0.52927158,0.154233363,-0.110691322,-0.625728605,0.63718171,0.479585538,0.429047077,0.567681584,0.521016113,0.223288199,1.171567697,0.574180227,0.094367358,0.423067027,-0.312496558,3
20101215T011607Z,"['2C.BB01.', '2C.BB13.', '2C.BB12.']",5.865946803,2010-12-15T01:16:07.422027Z,-0.253340901,-0.42610739,-0.138822725,1.530742002,0.4894561,0.105282481,0.121923231,-0.059581527,-0.337677343,-0.112959141,0.170843565,-0.352387299,1.09534801,0.731988204,0.334251699,-0.604680291,-0.291543198,0.010699253,-0.742575701,0.765749906,-0.279744081,-0.239173641,0.142342076,0.307085275,0.398291147,0.768069191,0.547312512,-0.714022172,-0.543902636,-2.025353568,1
20101215T012645Z,"['2C.BB14.', '2C.BB01.', '2C.BB10.', '2C.BB13.']",5.865946803,2010-12-15T01:26:45.782027Z,2.28006811,0.51065827,-0.26849822,1.395227366,0.185719401,1.380496318,0.639171968,0.563717529,-0.016339807,0.34071352,0.139964619,-0.435060272,0.10883671,2.193663858,0.965695992,0.272631383,0.534379296,-0.184131989,0.139372513,0.264733847,0.83936727,0.589681843,0.570591535,0.213624433,0.614818406,0.546869643,0.419028024,0.582896312,0.3924827,0.228997405,0
20101215T012937Z,"['2C.BB10.', '2C.BB01.', '2C.BB13.']",5.865946803,2010-12-15T01:29:37.487973Z,2.28006811,-1.015552619,-0.736808486,1.395227366,0.118962199,0.65738943,0.358077135,0.364211754,-0.173047129,-0.275093079,0.171438452,0.459140329,-0.108018131,0.03627869,0.444759303,-0.426223247,0.060841876,-0.184131989,0.139372513,0.264733847,-0.262127212,-0.015474535,0.459542277,0.13873181,0.567165137,0.976914085,0.488597295,1.344440377,-0.031028832,0.208375841,0
20101215T014537Z,"['2C.BB15.', '2C.BB08.', '2C.BB13.', '2C.BB03.', '2C.BB12.', '2C.BB14.']",5.865946803,2010-12-15T01:45:37.622027Z,1.266704506,1.754040854,-0.540808866,-0.910430556,0.11832469,1.939936887,0.950400176,0.905975458,1.021771934,1.02799329,0.946244791,-0.071552519,1.99621249,-0.020510859,1.395677888,-1.054854966,1.019309165,-0.05270358,-0.78645649,0.319852805,1.15962381,1.50912592,1.703932708,1.197910486,1.523517304,0.499335233,-0.655899595,0.937283747,0.155953989,0.258197583,3
20101215T020238Z,"['2C.BB15.', '2C.BB14.', '2C.BB12.', '2C.BB13.', '2C.BB06.', '2C.BB08.', '2C.BB10.', '2C.BB03.']",5.865946803,2010-12-15T02:02:38.887027Z,1.773386308,2.145529685,-0.167543258,0.004164612,-0.110542644,1.968288138,1.321657543,1.32384019,1.599526943,1.060113262,1.269963556,0.241403958,2.630716322,-0.127480485,1.931066675,-1.198021719,1.655018283,-0.328216517,0.247458436,-0.186993847,1.578275897,2.141296337,1.658886264,1.330711889,1.69233713,-0.155128175,-1.743694174,0.987482871,0.369937418,0.632123178,2
20101215T025617Z,"['2C.BB14.', '2C.BB07.', '2C.BB12.', '2C.BB16.', '2C.BB13.']",5.865946803,2010-12-15T02:56:17.697027Z,-0.506681802,0.69573041,0.049104619,1.025468841,0.130055748,1.624381763,0.833605526,0.744734619,0.729505326,1.009927766,0.563853714,0.556039386,1.895803336,1.589028101,1.179266606,-1.05670553,0.791604695,0.189220999,0.78268031,0.950291714,0.170250125,1.195336915,0.804019706,0.882233065,0.116272314,0.498177832,-1.251010007,0.567687512,0.308562494,0.007875333,3
20101215T030556Z,"['2C.BB16.', '2C.BB10.', '2C.BB12.']",5.865946803,2010-12-15T03:05:56.612973Z,1.520045407,-0.941214093,0.049104619,0.021246667,-0.047296829,0.453522623,0.037182499,-0.212565533,-0.628182089,-0.423209588,-0.58630182,0.790289938,0.521732208,0.048902019,0.312957598,-0.526780918,-0.779732672,0.189220999,0.23240217,0.810831826,0.096176477,-0.389256198,-0.662230454,-0.526088711,-0.676836075,1.138369923,0.048444512,0.567687512,0.279334564,0.007875333,4
20101215T032633Z,"['2C.BB13.', '2C.BB10.', '2C.BB14.', '2C.BB12.', '2C.BB16.', '2C.BB01.']",5.865946803,2010-12-15T03:26:33.997026Z,-0.506681802,1.643905103,0.52708597,0.454638388,-0.559116423,1.704271113,0.518432442,0.514363824,0.875252065,0.284269369,0.849598681,-0.24579882,0.039271505,0.178369834,0.746137683,-1.19081452,0.552700545,-0.305354065,0.105503793,0.159807742,1.108712351,0.982207171,1.210473945,0.349368425,0.708916526,-0.483512028,-1.288822478,0.195091382,0.217246088,-0.81383899,3
20101215T035029Z,"['2C.BB10.', '2C.BB06.', '2C.BB12.', '2C.BB01.', '2C.BB13.', '2C.BB16.', '2C.BB15.', '2C.BB08.', '2C.BB03.']",5.865946803,2010-12-15T03:50:29.827027Z,2.28006811,2.291955737,-1.296956982,-1.249828697,1.06241214,2.226266565,1.184292116,1.244545175,1.640928076,1.107627918,1.578189648,1.426085077,2.14830294,-0.117768805,1.801013303,-1.501927071,1.532790471,-0.216456317,0.007473916,0.257263197,1.252714438,1.944037572,1.764272621,1.608791559,1.342941779,0.018685236,-0.126515166,-0.183935583,0.306662282,0.504652807,2
20101215T045023Z,"['2C.BB17.', '2C.BB15.', '2C.BB08.', '2C.BB16.']",5.865946803,2010-12-15T04:50:23.647973Z,2.28006811,0.568298015,-0.66398378,2.963495274,-0.088157046,1.075580791,0.672893222,0.511917123,0.250372948,0.672174069,0.40741435,-0.085928162,2.130754026,2.298078307,1.015637015,-1.296379048,0.13268598,0.325842269,-0.721502857,0.847952199,0.067159742,0.528620789,0.891282065,0.310785119,0.704898665,-0.089647307,-1.454661533,0.894850201,-0.15925466,-0.017115672,0
20101215T060530Z,"['2C.BB03.', '2C.BB17.', '2C.BB08.']",5.865946803,2010-12-15T06:05:30.167973Z,0.760022703,-1.154926544,0.781075034,0.577253094,-0.66336403,-0.549239035,-0.530126614,-0.710966116,-0.950235705,-0.300938907,-0.53776646,1.262711956,-0.10432563,0.022093758,-0.219254998,-0.147075507,-0.713166385,-0.022017144,-0.944844148,-0.080302672,-0.194196543,-0.613068721,-0.303369469,-0.540135833,-0.295704709,0.341750983,-0.817866998,1.253116481,-1.374182961,-0.020454019,8
20101215T114128Z,"['2C.BB01.', '2C.BB10.', '2C.BB07.', '2C.BB08.']",5.865946803,2010-12-15T11:41:28.807027Z,-0.506681802,0.423870321,-0.560983397,-0.102010386,0.279881189,0.063952632,-0.122981792,-0.310352647,-0.221976942,0.337572656,-0.284813439,-0.467941396,-0.208284582,0.161893451,-0.842949991,0.31558263,-0.245354161,0.024329406,0.437403547,-0.12215951,-0.09754426,-0.282376347,-0.429048447,-0.204430321,-0.715955755,-0.813554418,-1.277378982,-0.80732706,-0.32871204,-3.269970883,4
20101215T115124Z,"['2C.BB12.', '2C.BB10.', '2C.BB08.', '2C.BB01.', '2C.BB13.', '2C.BB07.', '2C.BB15.']",5.865946803,2010-12-15T11:51:24.292026Z,-0.253340901,0.859738543,-0.528086084,-1.012338824,0.242047919,-0.1047874,0.22318117,0.688448181,1.360433273,0.577718109,0.164121222,-0.06070042,0.14565059,-0.059663932,0.602874409,0.088129343,0.409767754,0.014775594,0.33800275,-0.449954928,0.320699548,0.475450567,0.181177661,0.42643054,-0.194024541,-1.098306479,0.471860925,-0.418024064,0.424655645,-0.352301104,3
20101215T121828Z,"['2C.BB07.', '2C.BB01.', '2C.BB08.', '2C.BB10.']",5.865946803,2010-12-15T12:18:28.842027Z,-0.506681802,0.485745385,1.407571795,0.098524504,-1.388052309,0.538317605,-0.081502226,0.432712182,-0.2905797,-0.283602639,-0.182726462,-0.409810494,-0.948824237,0.534160189,0.444154612,0.143700836,-0.235563428,-0.589650681,1.178793313,-0.471189383,0.780022825,0.341004398,0.121900052,-0.423802011,-0.104987316,-0.190503482,0.079344136,-1.522621228,-0.721789619,-0.122935552,4
20101215T125812Z,"['2C.BB06.', '2C.BB07.', '2C.BB10.']",5.865946803,2010-12-15T12:58:12.477026Z,1.773386308,-0.951697204,1.090713017,-0.414758059,-0.465222488,-0.861193878,-0.93424596,-0.520362938,-0.552502111,-1.064839938,-0.95348865,0.425429329,-0.607039554,-0.393450747,-0.380559857,0.129151494,-0.578854208,-0.036209832,0.822542942,-0.03461895,-0.322665025,-0.646909417,-0.680559192,-0.321219204,-0.85497638,-0.000254787,0.530778528,0.83640547,0.104772442,0.237843846,8
20101215T133516Z,"['2C.BB13.', '2C.BB16.', '2C.BB01.', '2C.BB14.', '2C.BB08.', '2C.BB12.', '2C.BB11.', '2C.BB15.', '2C.BB17.', '2C.BB07.', '2C.BB03.', '2C.BB06.', '2C.BB10.', '2C.BB04.']",5.865946803,2010-12-15T13:35:16.367027Z,-0.506681802,1.396940072,0.127794029,0.610319921,1.420031572,1.83826789,2.038509638,3.596953444,2.079016736,1.608248471,0.697417357,0.782831177,1.020276615,1.369452557,0.973240447,1.020092398,3.413507062,-0.83803164,-1.103674171,-1.341058721,1.394648697,2.68530648,0.484917032,0.295005011,0.614894371,-1.447337089,0.403548941,2.377365956,0.478365485,0.689758601,9
20101215T134513Z,"['2C.BB10.', '2C.BB04.', '2C.BB14.', '2C.BB03.', '2C.BB07.']",5.865946803,2010-12-15T13:45:13.022027Z,-0.253340901,0.64425452,1.569030961,-0.616942755,-0.551196728,0.096192588,1.466189703,2.464219372,1.859092001,2.859055776,1.067425953,-0.604974592,-0.27331857,3.254187353,0.591264943,1.554433515,2.233596032,-0.704120602,-1.042803709,-1.18549866,1.14748738,1.697811486,0.430923481,0.050552236,0.501187362,-0.722568365,0.832084536,2.22136861,0.465815567,0.690000125,9
20101215T161239Z,"['2C.BB07.', '2C.BB12.', '2C.BB10.']",5.865946803,2010-12-15T16:12:39.682027Z,2.28006811,-0.352456709,1.427883394,0.137265898,-0.304618084,-0.511043019,-0.400213776,-0.086849582,0.127279611,-0.792577129,-0.512117592,-0.6402518,-0.46483595,-0.319819917,-0.027130048,-0.15758131,-0.130721445,-0.15801331,-0.349320195,-0.14689662,-0.103132552,-0.235279376,-0.467358538,-0.337124777,-0.116666041,0.225768339,0.859059971,1.660163175,-0.217961145,0.613898973,4
20101215T174315Z,"['2C.BB07.', '2C.BB13.', '2C.BB12.']",5.865946803,2010-12-15T17:43:15.037026Z,1.013363604,-1.601325779,0.483824459,0.450555051,-0.440748002,-0.363074232,-0.499517864,-0.182466483,0.010450697,-0.35939744,-0.683910606,0.154573968,-0.514219072,-0.361554977,-0.2072562,0.031638352,-0.395187828,-0.225829077,0.579035806,-0.056854507,-0.298866673,-0.337876508,-0.485036783,-0.353166201,-0.164840223,-0.19597496,-1.736858987,1.188403392,0.240376231,0.273399427,4
20101215T175909Z,"['2C.BB07.', '2C.BB12.', '2C.BB16.']",5.865946803,2010-12-15T17:59:09.942973Z,-0.506681802,0.246562393,0.486736075,-0.311892058,-0.062931939,0.517374366,-0.136242191,0.112630843,0.476932413,-0.363934953,-0.53015789,-0.19113561,-0.222281592,-0.241846943,0.418200647,0.31600379,-0.143469069,-0.181476961,-0.568812311,-0.207383126,0.273934509,0.042448545,-0.414788804,-0.664780794,-0.467215205,-0.341145894,0.225299285,1.295403274,0.422379403,0.053570206,4
20101215T180633Z,"['2C.BB07.', '2C.BB16.', '2C.BB13.']",5.865946803,2010-12-15T18:06:33.127973Z,-0.253340901,0.516300336,-0.093489024,-1.383518563,0.053319999,0.486639016,-0.122133208,0.188426109,0.604855062,-0.524624634,-0.661985855,-0.219960636,-0.144161869,-0.17263938,0.567132746,1.171141467,-0.146340994,0.043159097,-0.598762841,-0.365883923,0.33475881,0.139647176,-0.334257517,-0.560423683,-0.479502157,-0.794901895,-0.115610699,0.329457478,-0.271339436,-0.367683429,4
20101215T182938Z,"['2C.BB12.', '2C.BB07.', '2C.BB17.']",5.865946803,2010-12-15T18:29:38.772026Z,-0.506681802,-0.80086037,1.670427358,-0.139067242,-0.603486988,-0.749808681,-1.210375654,-0.688976065,-0.70986582,-0.501680875,-0.789626903,0.600786412,-0.424377971,-0.380065694,-0.612256412,0.034240386,-0.730307671,-0.131907594,-1.073483578,-0.314162961,-0.168293069,-0.791672785,-1.363317597,-1.092399851,-1.51857215,-0.3666378,-0.681460396,1.289596045,0.227721626,0.649133311,8
20101215T185217Z,"['2C.BB13.', '2C.BB10.', '2C.BB12.', '2C.BB07.']",5.865946803,2010-12-15T18:52:17.987973Z,-0.506681802,-0.194316998,1.573969388,-0.743960967,-0.546592565,-0.265819369,-0.404474524,-0.204279366,-0.012674428,-0.722353083,-0.849794076,-0.00907294,-0.383270751,-0.378288089,-0.63845893,0.228756134,-0.440027448,0.112924479,-0.699732663,-0.246571101,-0.101747513,-0.329162302,-0.72657757,-0.343341674,-0.195702547,-0.874677593,0.094920295,1.230117935,0.095864837,0.479634779,4
20101215T185949Z,"['2C.BB07.', '2C.BB12.', '2C.BB13.']",5.865946803,2010-12-15T18:59:49.602974Z,0,-1.143336159,0.229570088,1.490745977,0.229862474,-0.306534638,-0.746205245,-0.423008201,-0.350768307,-0.769957445,-0.72414775,0.445681123,0.116691093,-0.079763183,-0.366608464,-0.068222913,-0.476148426,0.282973184,-1.608802542,-0.118992105,-0.451379976,-0.541568583,-0.641272702,-0.404403984,-0.377006697,-0.108126009,0.071378267,1.42226101,-0.235669571,0.234249197,8
20101215T190903Z,"['2C.BB12.', '2C.BB17.', '2C.BB13.']",5.865946803,2010-12-15T19:09:03.607027Z,-0.506681802,-0.547673806,0.875019613,0.651128869,-0.991507154,-0.634390755,-0.977639711,-0.50119672,-0.470953456,-0.345237905,-0.631271153,0.254288996,-0.428807563,-0.505183975,-0.390990779,-0.211921625,-0.441036775,0.174382429,-0.97881099,-0.284881244,-0.17510511,-0.587443561,-0.90363316,-1.180326581,-1.016678605,1.222374274,1.694371829,0.410242311,-0.968712378,0.335787284,8
20101215T191555Z,"['2C.BB07.', '2C.BB13.', '2C.BB12.']",5.865946803,2010-12-15T19:15:55.472973Z,2.28006811,-0.503038012,0.260970229,-0.869096173,0.091812071,0.061219066,-0.236480183,-0.027546378,0.287652857,-0.612327003,-0.329295305,-0.731939876,-0.174859048,-0.197601559,0.215575264,0.201464918,-0.244159109,-0.00843154,0.475313081,-0.274994237,0.172389841,-0.090970702,-0.621846852,-0.82731863,-0.746866956,-0.10866934,-0.062236121,0.722331623,-0.822884271,-0.246115623,4
20101215T194958Z,"['2C.BB13.', '2C.BB07.', '2C.BB12.']",5.865946803,2010-12-15T19:49:58.442027Z,-0.506681802,-0.813513837,-0.490890165,2.479369117,0.4581376,-0.781547838,-3.201126662,-1.784145936,-1.567374484,-0.402963146,-0.702142618,1.295596307,0.098764306,-0.113407642,-1.386426103,-0.13618913,-1.028108686,0.770764291,-0.867510646,0.034620082,-1.239565365,-1.805496754,-1.739963857,-1.977762429,-1.759284949,-0.855167598,-0.068421654,1.382557147,0.399448707,0.651471917,6
20101216T004108Z,"['2C.BB01.', '2C.BB07.', '2C.BB12.', '2C.BB10.']",5.865946803,2010-12-16T00:41:08.132973Z,-0.506681802,0,-0.126763786,-0.622976619,0.094849968,0.274024795,0.001156706,-0.277111935,-0.520230852,-0.370115593,-0.674073604,0.480068822,0.596658584,0.263363969,0.265881924,1.161729872,-0.844376111,-0.130488574,0.306148253,0.099580685,0.152058057,-0.422641562,-0.716176541,-0.682901746,-0.824281992,-0.294733363,-1.243431119,0.272466924,0.238718958,-0.320337145,4
20101216T004755Z,"['2C.BB12.', '2C.BB10.', '2C.BB07.']",5.865946803,2010-12-16T00:47:55.267027Z,-0.506681802,-1.020304564,0.093573658,0.332587346,0.099916282,-0.674501297,0.015700986,-0.247561664,-0.629112343,-0.835622141,-0.68665457,-0.476590207,0.460291388,0.015470865,0.414184228,0.283967442,-0.812428848,-0.298718134,0.373112695,-0.048473689,0.162528275,-0.375358399,-0.561915899,-0.173279764,-0.461039486,1.026790105,-0.682562125,-0.418457158,0.413753803,-0.791154065,4
20101216T005346Z,"['2C.BB12.', '2C.BB01.', '2C.BB10.']",5.865946803,2010-12-16T00:53:46.887027Z,-0.253340901,-0.313035251,0.581823561,0.186295643,-0.235379394,0.091080397,-0.083103226,-0.283249598,-0.261520993,-1.001739152,-0.432672461,1.161620005,-0.319809365,0.317107894,0.318693271,-0.053593328,-0.401664549,-0.194219164,0.302846795,-0.166109176,-0.067835397,-0.244014802,-0.378172239,-0.055175788,0.392803628,1.255442161,0.052083538,-0.457611049,-0.550117859,-0.751555628,4
